Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
"KEBODA TECHNOLOGY Co., Ltd. (SHSE:603786)",SHSE:603786,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"KEBODA TECHNOLOGY Co., Ltd. (SHSE:603786) - Form ","KEBODA TECHNOLOGY Co., Ltd. engages in the manufacture and sale of automotive electronics and related products for automotive industry in China. The company offers automotive electronics products comprising lighting control systems, such as HID electronic ballasts, LED controllers, AFS adaptive controllers, etc.; and motor control system products including cooling fan controller, air conditioning blower controller, fuel pump controller, etc. It also provides energy management system products, which includes DCDC converters, DCAC inverters, etc.; intelligent actuator including AGS actuator, electronic water valve actuator, electric vehicle charging door actuator etc.; and chassis suspension controller, such as DCC controller, ASC controller, CCU controller etc. In addition, the company offers automotive electrical products including cigarette lighters, power outlets, washing systems, automotive sensors, AVS actuators, liquid control valves, and other products; engine components, such as electric pumps, preheaters, clamps, and others; and harness products including auto wiring harness, engine pre-assembled wiring harness, and special wiring harness. KEBODA TECHNOLOGY Co., Ltd. was formerly known as Shanghai Oubao Electric Technology Corp. and changed its name to KEBODA TECHNOLOGY Co., Ltd. in November 2007. The company was founded in 2003 and is headquartered in Shanghai, China."
"KEBODA TECHNOLOGY Co., Ltd. (SHSE:603786)",SHSE:603786,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,"KEBODA TECHNOLOGY Co., Ltd. (SHSE:603786) - Form ","KEBODA TECHNOLOGY Co., Ltd. engages in the manufacture and sale of automotive electronics and related products for automotive industry in China. The company offers automotive electronics products comprising lighting control systems, such as HID electronic ballasts, LED controllers, AFS adaptive controllers, etc.; and motor control system products including cooling fan controller, air conditioning blower controller, fuel pump controller, etc. It also provides energy management system products, which includes DCDC converters, DCAC inverters, etc.; intelligent actuator including AGS actuator, electronic water valve actuator, electric vehicle charging door actuator etc.; and chassis suspension controller, such as DCC controller, ASC controller, CCU controller etc. In addition, the company offers automotive electrical products including cigarette lighters, power outlets, washing systems, automotive sensors, AVS actuators, liquid control valves, and other products; engine components, such as electric pumps, preheaters, clamps, and others; and harness products including auto wiring harness, engine pre-assembled wiring harness, and special wiring harness. KEBODA TECHNOLOGY Co., Ltd. was formerly known as Shanghai Oubao Electric Technology Corp. and changed its name to KEBODA TECHNOLOGY Co., Ltd. in November 2007. The company was founded in 2003 and is headquartered in Shanghai, China."
Keller Group plc (LSE:KLR),LSE:KLR,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Construction and Engineering,Keller Group plc (LSE:KLR) - Form Doc,"Keller Group plc provides specialist geotechnical services in North America, Europe, the Asia-Pacific, the Middle East, and Africa. The company offers ground improvement services, grouting, deep foundations, earth retention, marine, and instrumentation and monitoring services, as well as post-tension systems and industrial services. It also provides solutions, such as bearing capacity improvement, low carbon construction, containment, excavation support, stabilisation, marine structures, seepage control, slope stabilization, and monitoring. The company provides its services to the construction sector in commercial, industrial, infrastructure, institutional/public, power, and residential. Keller Group plc was founded in 1860 and is headquartered in London, the United Kingdom."
Kendrion N.V. (ENXTAM:KENDR),ENXTAM:KENDR,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Kendrion N.V. (ENXTAM:KENDR) - Form Doc,"Kendrion N.V. develops, manufactures, and markets electromagnetic systems and components for industrial and automotive applications in Germany, rest of Europe, the Americas, Asia, and internationally. The company operates through Industrial and Automotive segments. It offers linear, locking, oscillating, rotary, and park lock solenoids, as well as solenoids and valves for electronically controlled dampers; holding and permanent magnets; actuators; door lock systems; optical beam shutters; solenoid pinch valves; permanent magnet, spring-applied, and electromagnetic brakes; electronic modules and rectifiers; service and spare parts; shutting-speed regulators; customer solutions; electromagnetic clutches, clutch brake units, magnetic particle and pneumatic clutches and brakes, A/C clutches, auxiliary drive clutches, and clutches for hybrid drive; and belt-drive and engine-cooling systems. In addition, the company provides electronic assemblies for actuators; HMI devices, I/O systems, control and heating systems, starterkits, and programming tools and applications for control, visualisation, motion, copy protection, and remote service; electronic control units for electric motors and inductive loads; automotive sensors and pressure switches; vehicle sound systems; direct and pilot operated solenoid, fluid isolation, proportional, and miniature valves, as well as manually, mechanically, and pneumatically actuated valves; pneumatic timers; and valve blocks. Further, it offers pressure regulators, sensor cleaning solutions, park lock valves, valves for multichamber air-springs, internal combustion engines, seating comfort products, and mobile hydraulics. The company was formerly known as Schuttersveld N.V. and changed its name to Kendrion N.V. in 2001. Kendrion N.V. was founded in 1859 and is headquartered in Amsterdam, the Netherlands."
Kongsberg Automotive ASA (OB:KOA),OB:KOA,MAN SE,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Kongsberg Automotive ASA (OB:KOA) 2024 Form ,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through Powertrain & Chassis and Specialty Products segments. The Powertrain & Chassis segment designs, manufactures, and tests custom-engineered cable controls and shift systems, clutch actuation systems, vehicle dynamics, shift cables, and shift towers for transmissions. The Specialty Products segment offers fluid handling systems; couplings systems for compressed-air circuits in heavy-duty vehicles; and operator control systems for power sports construction, agriculture, outdoor power equipment, and power electronics products. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, passenger car, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway."
Kongsberg Automotive ASA (OB:KOA),OB:KOA,Navistar International Corporation,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Kongsberg Automotive ASA (OB:KOA) 2024 Form ,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through Powertrain & Chassis and Specialty Products segments. The Powertrain & Chassis segment designs, manufactures, and tests custom-engineered cable controls and shift systems, clutch actuation systems, vehicle dynamics, shift cables, and shift towers for transmissions. The Specialty Products segment offers fluid handling systems; couplings systems for compressed-air circuits in heavy-duty vehicles; and operator control systems for power sports construction, agriculture, outdoor power equipment, and power electronics products. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, passenger car, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway."
Kongsberg Automotive ASA (OB:KOA),OB:KOA,Scania AB (publ),"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Kongsberg Automotive ASA (OB:KOA) 2024 Form ,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through Powertrain & Chassis and Specialty Products segments. The Powertrain & Chassis segment designs, manufactures, and tests custom-engineered cable controls and shift systems, clutch actuation systems, vehicle dynamics, shift cables, and shift towers for transmissions. The Specialty Products segment offers fluid handling systems; couplings systems for compressed-air circuits in heavy-duty vehicles; and operator control systems for power sports construction, agriculture, outdoor power equipment, and power electronics products. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, passenger car, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway."
Kongsberg Automotive ASA (OB:KOA),OB:KOA,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Kongsberg Automotive ASA (OB:KOA) 2024 Form ,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through Powertrain & Chassis and Specialty Products segments. The Powertrain & Chassis segment designs, manufactures, and tests custom-engineered cable controls and shift systems, clutch actuation systems, vehicle dynamics, shift cables, and shift towers for transmissions. The Specialty Products segment offers fluid handling systems; couplings systems for compressed-air circuits in heavy-duty vehicles; and operator control systems for power sports construction, agriculture, outdoor power equipment, and power electronics products. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, passenger car, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway."
Korea Fuel-Tech Corporation (KOSDAQ:A123410),KOSDAQ:A123410,Skoda Auto a.s.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Korea Fuel-Tech Corporation (KOSDAQ:A123410) - Form ,"Korea Fuel-Tech Corporation manufactures and sells automotive fuel systems and components in South Korea and internationally. The company offers carbon canisters; mono-layer and multi-layer filler neck, urea filler neck, nano filler neck, and capless and MFI filler neck; air intake hose; interior and exterior trim parts, such as front, center, and rear pillar trim, luggage board, floor console, glove box, connection duct, radiator and bumper grille, and skid plate; and electric type manual shade, manual type sunshade, and door curtain. The company was formerly known as Korea Airtech Corporation and changed its name to Korea Fuel-Tech Corporation in April 1997. Korea Fuel-Tech Corporation was founded in 1984 and is headquartered in Anseong-si, South Korea."
Korea Fuel-Tech Corporation (KOSDAQ:A123410),KOSDAQ:A123410,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Korea Fuel-Tech Corporation (KOSDAQ:A123410) - Form ,"Korea Fuel-Tech Corporation manufactures and sells automotive fuel systems and components in South Korea and internationally. The company offers carbon canisters; mono-layer and multi-layer filler neck, urea filler neck, nano filler neck, and capless and MFI filler neck; air intake hose; interior and exterior trim parts, such as front, center, and rear pillar trim, luggage board, floor console, glove box, connection duct, radiator and bumper grille, and skid plate; and electric type manual shade, manual type sunshade, and door curtain. The company was formerly known as Korea Airtech Corporation and changed its name to Korea Fuel-Tech Corporation in April 1997. Korea Fuel-Tech Corporation was founded in 1984 and is headquartered in Anseong-si, South Korea."
"Kumho Tire Co., Inc. (KOSE:A073240)",KOSE:A073240,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Tires and Rubber,"Kumho Tire Co., Inc. (KOSE:A073240) - Form ","Kumho Tire Co., Inc., engages in the manufacture and sale of tires in South Korea, Europe, North America, Central and South America, Asia, and internationally. It offers tires for passenger cars, SUV and van, and truck and bus, as well as specialty, winter, competition, and Zetum tires. The company was founded in 1960 and is headquartered in Gwangju, South Korea."
"Kumho Tire Co., Inc. (KOSE:A073240)",KOSE:A073240,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Tires and Rubber,"Kumho Tire Co., Inc. (KOSE:A073240) - Form ","Kumho Tire Co., Inc., engages in the manufacture and sale of tires in South Korea, Europe, North America, Central and South America, Asia, and internationally. It offers tires for passenger cars, SUV and van, and truck and bus, as well as specialty, winter, competition, and Zetum tires. The company was founded in 1960 and is headquartered in Gwangju, South Korea."
Laser Photonics Corporation (NasdaqCM:LASE),NasdaqCM:LASE,"Navistar, Inc.","Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,Key DevelopmentClient Announcements Sep-14-2023,"Laser Photonics Corporation provides integrated laser blasting solutions for corrosion control, rust removal, de-coating, pre- and post-welding, laser cleaning, and surface conditioning in the Americas, Europe, Asia, the Middle East, and North Africa. It offers laser cleaning systems, such as CleanTech Titan FX for cleaning, rust removal, and surface conditioning; CleanTech Titan Express, a high-power fiber laser for cleaning and surface conditioning; CleanTech MegaCenter, an industrial-grade laser parts cleaning, rust removal, and surface conditioning system; CleanTech Handheld LPC-50-CTHD, an entry-level dual axis laser cleaning and surface treatment system; CleanTech Handheld LPC-100-CTHD, an air-cooled pulsed laser systems; CleanTech Handheld LPC-200-CTHD for cleaning rust, remove paints, and other coatings; CleanTech Handheld LPC-300-CTHD, a air-cooled laser system; CleanTech Handheld LPC-1000-CTHS, a single axis laser cleaning and surface treatment system; CleanTech Handheld LPC-1000-CTHD, a portable handheld roughing laser cleaner; CleanTech Handheld-1500-CTHS, an handheld laser cleaning, roughing, and surface preparation system; CleanTech Handheld-1500-CTHD, a dual axis fiber laser system; CleanTech Handheld LPC-2000-CTHD for cleaning rust and remove coatings; CleanTech LPC-3000-CTHD for cleaning and removing rust, corrosion, and other materials; CleanTech Laser Blaster Cabinet, a laser cleaning machine; CleanTech Robotic Cell Enclosure, an AI-capable laser cleaning system that eliminates the concerns over human hazard and eye safety; CleanTech EZ- Rider, a laser cleaning tool; and CleanTech Robot, an industrial robotic laser cleaning system. The company also provides laser cutting machines; laser engraving machines; laser marking machines; laser welding machines; 3D metal printers; laser glass scribing systems; ITO removal systems; glass cutting lasers; glass wafer dicing products; laser glass marking; microscope slide and covers laser cutting systems; precision glass scribers; semiconductor laser systems; OEM laser marking and engraving parts; fiber lasers; scanning and cutting heads; mobile handheld laser HD cart; mobile rugged cases; enclosures; fume extractors; rotary indexers; water chiller machines; X-Y tables; USB controllers; and custom lasers. Laser Photonics Corporation was incorporated in 2019 and is headquartered in Orlando, Florida."
Lear Corporation (NYSE:LEA),NYSE:LEA,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Lear Corporation (NYSE:LEA) 2024 Form 10-K,"Lear Corporation designs, develops, engineers, manufactures, assembles, and supplies automotive seating, and electrical distribution systems and related components for automotive original equipment manufacturers in North America, Europe, Africa, Asia, and South America. Its Seating segment offers seat systems, seat subsystems, keyseat components, seat trim covers, seat mechanisms, seat foams, and headrests, as well as surface materials, such as leather and fabric for automobiles and light trucks, compact cars, pick-up trucks, and sport utility vehicles. The company’s E-Systems segment provides electrical distribution and connection systems that route electrical signals and networks; and manage electrical power within the vehicle for various powertrains. This segment’s products comprise wire harnesses, terminals and connectors, engineered components, and junction boxes; electronic system products, including body domain control modules, smart and passive junction boxes, gateway and communication modules, integrated power modules, and high voltage switching and power control systems. It also offers software and connected services comprising Xevo Market, an in-vehicle commerce and service platform; and software and services for the cloud, vehicles, and mobile devices. In addition, this segment provides cybersecurity software; advanced vehicle positioning for automated and autonomous driving applications; and short-range communication and cellular protocols for vehicle connectivity. It offers its products and services under the XEVO, GUILFORD, EAGLE OTTAWA, ConfigurE+, INTUTM, LEAR CONNEXUSTM, EXO, JOURNEYWARE, ProTec, SMART JUNCTION BOX, STRUCSURE, AVENTINO, and TeXstyle brands. Lear Corporation was founded in 1917 and is headquartered in Southfield, Michigan."
Lear Corporation (NYSE:LEA),NYSE:LEA,Automobili Lamborghini S.p.A.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Lear Corporation (NYSE:LEA) 2024 Form 10-K,"Lear Corporation designs, develops, engineers, manufactures, assembles, and supplies automotive seating, and electrical distribution systems and related components for automotive original equipment manufacturers in North America, Europe, Africa, Asia, and South America. Its Seating segment offers seat systems, seat subsystems, keyseat components, seat trim covers, seat mechanisms, seat foams, and headrests, as well as surface materials, such as leather and fabric for automobiles and light trucks, compact cars, pick-up trucks, and sport utility vehicles. The company’s E-Systems segment provides electrical distribution and connection systems that route electrical signals and networks; and manage electrical power within the vehicle for various powertrains. This segment’s products comprise wire harnesses, terminals and connectors, engineered components, and junction boxes; electronic system products, including body domain control modules, smart and passive junction boxes, gateway and communication modules, integrated power modules, and high voltage switching and power control systems. It also offers software and connected services comprising Xevo Market, an in-vehicle commerce and service platform; and software and services for the cloud, vehicles, and mobile devices. In addition, this segment provides cybersecurity software; advanced vehicle positioning for automated and autonomous driving applications; and short-range communication and cellular protocols for vehicle connectivity. It offers its products and services under the XEVO, GUILFORD, EAGLE OTTAWA, ConfigurE+, INTUTM, LEAR CONNEXUSTM, EXO, JOURNEYWARE, ProTec, SMART JUNCTION BOX, STRUCSURE, AVENTINO, and TeXstyle brands. Lear Corporation was founded in 1917 and is headquartered in Southfield, Michigan."
Lear Corporation (NYSE:LEA),NYSE:LEA,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Lear Corporation (NYSE:LEA) 2024 Form 10-K,"Lear Corporation designs, develops, engineers, manufactures, assembles, and supplies automotive seating, and electrical distribution systems and related components for automotive original equipment manufacturers in North America, Europe, Africa, Asia, and South America. Its Seating segment offers seat systems, seat subsystems, keyseat components, seat trim covers, seat mechanisms, seat foams, and headrests, as well as surface materials, such as leather and fabric for automobiles and light trucks, compact cars, pick-up trucks, and sport utility vehicles. The company’s E-Systems segment provides electrical distribution and connection systems that route electrical signals and networks; and manage electrical power within the vehicle for various powertrains. This segment’s products comprise wire harnesses, terminals and connectors, engineered components, and junction boxes; electronic system products, including body domain control modules, smart and passive junction boxes, gateway and communication modules, integrated power modules, and high voltage switching and power control systems. It also offers software and connected services comprising Xevo Market, an in-vehicle commerce and service platform; and software and services for the cloud, vehicles, and mobile devices. In addition, this segment provides cybersecurity software; advanced vehicle positioning for automated and autonomous driving applications; and short-range communication and cellular protocols for vehicle connectivity. It offers its products and services under the XEVO, GUILFORD, EAGLE OTTAWA, ConfigurE+, INTUTM, LEAR CONNEXUSTM, EXO, JOURNEYWARE, ProTec, SMART JUNCTION BOX, STRUCSURE, AVENTINO, and TeXstyle brands. Lear Corporation was founded in 1917 and is headquartered in Southfield, Michigan."
Learning Technologies Group plc (AIM:LTG),AIM:LTG,Volkswagen Group United Kingdom Limited,"Subsidiary/Investment
                         ",Supplier,Human Resource and Employment Services,Learning Technologies Group plc (AIM:LTG) - Form Doc,"Learning Technologies Group plc, together with its subsidiaries, provides talent and learning solutions, content, services, and digital platforms to corporate and government clients. The company operates in two segments, Content & Services and Software & Platforms. Its software and platforms include Gomo, a cloud-based HTML5 e-learning authoring distribution and video platform; Rustici Software, which offers software and expertise to help companies create, distribute, manage, and play e-learning-compliant content; PeopleFluent, an integrated talent management and learning solution; and Affirmity that provides a portfolio of software, consulting services, and blended learning solutions. The company’s software and platforms also comprise Watershed, a SaaS learning analytics platform; VectorVMS that delivers software and services to help businesses optimize their contingent workforce programmes; Breezy HR, a recruiting platform and applicant tracking system; Open LMS, which helps organisations and institutions deliver learning experiences; and Bridge, a learning and performance platform. In addition, its content and services include PRELOADED, a full-service games studio; and GP Strategies, a workforce transformation solutions provider. Further, the company provides employee benefit and unit trust, corporate trustee, bespoke e-learning, educational game, automotive repair, and custom training and consulting services. The company operates in the United Kingdom, Mainland Europe, North America, the Asia Pacific, and internationally. Learning Technologies Group plc was founded in 1986 and is based in London, the United Kingdom."
"LG Energy Solution, Ltd. (KOSE:A373220)",KOSE:A373220,"Rivian Automotive, Inc. (NasdaqGS:RIVN)","Subsidiary/Investment
                         ",Supplier,Electrical Components and Equipment,Key DevelopmentClient Announcements Nov-08-2024,"LG Energy Solution, Ltd. provides energy solutions worldwide. The company offers automotive batteries, which include pouch-type battery cells, modules/packs, and battery management system products for use in electric vehicle batteries; mobility and IT batteries for various applications in IT devices, such as smartphones and laptops, as well as light electric vehicles, electric bicycles, power tools, and wireless earphones; and energy storage systems that are used in power grids, UPS, and commercial and residential applications. It operates in South Korea, China, and the United States. LG Energy Solution, Ltd. was founded in 2020 and is headquartered in Seoul, South Korea."
Longwell Company (TPEX:6290),TPEX:6290,"Rivian Automotive, Inc. (NasdaqGS:RIVN)","Subsidiary/Investment
                         ",Supplier,Electrical Components and Equipment,Longwell Company (TPEX:6290) 2024 Form Doc,"Longwell Company manufactures and sells power cords, cable assemblies, and charger plugs in Taiwan, China, the United States, Japan, and internationally. It offers raw cables, power cords, charging couplers, Hi-amp cables, jumper cords, data cables, duck head cables, braided power cords, and wire harness and type-C products. The company is also involved in the manufacture, service, and sale of communication accessories; and manufacture of PVC products, plug inserts, plastics, and hardware products. It serves various applications, including electrical vehicles, data centers, computer peripherals, smart and IOT appliances, and smartphones. The company was incorporated in 1972 and is headquartered in Taipei, Taiwan."
Lumax Auto Technologies Limited (NSEI:LUMAXTECH),NSEI:LUMAXTECH,SKODA Polska Volkswagen Group Polska Sp. z o.o.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Lumax Auto Technologies Limited (NSEI:LUMAXTECH) 7/31 Form Doc,"Lumax Auto Technologies Limited, together with its subsidiaries, manufactures and sells in automotive components in India. The company offers integrated plastic modules; 2-wheeler chassis; lighting for 2-wheelers and 3 wheelers; gear shifters; transmission products; air intake systems; seat structures; telematics products; oxygen sensors; on-board antennas; electric devices; and components. It also provides aftermarket solutions. The company serves two, three, and four-wheeler commercial vehicle and original equipment manufacturers. It also exports its products. The company was formerly known as Dhanesh Auto Electricals Limited and changed its name to Lumax Auto Technologies Limited in 2006. The company was incorporated in 1981 and is based in Gurugram, India."
Lumax Auto Technologies Limited (NSEI:LUMAXTECH),NSEI:LUMAXTECH,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Lumax Auto Technologies Limited (NSEI:LUMAXTECH) - Form Doc,"Lumax Auto Technologies Limited, together with its subsidiaries, manufactures and sells in automotive components in India. The company offers integrated plastic modules; 2-wheeler chassis; lighting for 2-wheelers and 3 wheelers; gear shifters; transmission products; air intake systems; seat structures; telematics products; oxygen sensors; on-board antennas; electric devices; and components. It also provides aftermarket solutions. The company serves two, three, and four-wheeler commercial vehicle and original equipment manufacturers. It also exports its products. The company was formerly known as Dhanesh Auto Electricals Limited and changed its name to Lumax Auto Technologies Limited in 2006. The company was incorporated in 1981 and is based in Gurugram, India."
Lumax Industries Limited (BSE:517206),BSE:517206,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Lumax Industries Limited (BSE:517206) 7/31 Form Doc,"Lumax Industries Limited manufactures and sells automotive components for in India. The company offers automotive lighting systems, including LED light, headlamps, tail lamps, fog lamps, other lighting components, and auxiliary lamps, as well as electronic components. It serves its products to four-wheelers, two-wheelers, commercial vehicles, and tractors in farm equipment segment catering to original equipment manufacturers. The company was founded in 1945 and is headquartered in Gurugram, India."
Lumax Industries Limited (BSE:517206),BSE:517206,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Lumax Industries Limited (BSE:517206) 7/31 Form Doc,"Lumax Industries Limited manufactures and sells automotive components for in India. The company offers automotive lighting systems, including LED light, headlamps, tail lamps, fog lamps, other lighting components, and auxiliary lamps, as well as electronic components. It serves its products to four-wheelers, two-wheelers, commercial vehicles, and tractors in farm equipment segment catering to original equipment manufacturers. The company was founded in 1945 and is headquartered in Gurugram, India."
Luxfer Holdings PLC (NYSE:LXFR),NYSE:LXFR,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Industrial Machinery and Supplies and Components,Luxfer Holdings PLC (NYSE:LXFR) 2017 Form 20-F,"Luxfer Holdings PLC, together with its subsidiaries, designs, manufactures, and supplies high-performance materials, components, and high-pressure gas containment devices for defense and first response, healthcare, transportation, and general industrial applications. The company operates through three segments: Elektron, Gas Cylinders, and graphic Arts. The Elektron segment focuses on specialty materials based primarily on magnesium and zirconium. This segment also provides magnesium alloys for use in aerospace, healthcare, and oil and gas applications; magnesium powders for use in countermeasure flares, as well as heater meals; and zirconium-based materials and oxides used as catalysts and in the manufacture of advanced ceramics, fiber-optic fuel cells, pharmaceuticals, and other performance products. The Gas Cylinders segment manufactures and markets specialized products using carbon composites and aluminum alloys, including pressurized cylinders for use in various applications comprising self-contained breathing apparatus (SCBA) for firefighters, containment of oxygen, and other medical gases for healthcare, alternative fuel vehicles, and general industrial applications. The Graphic Art segments provides magnesium photo-engraving plates, engraving metals, and etching chemicals. This segment also offers magnesium, copper, and zinc photo-engraving plates for graphic arts and luxury packaging; developer solutions; and solid wrought magnesium slab and sheet. Luxfer Holdings PLC has operations in the United States, the United Kingdom, Japan, Germany, Canada, rest of Europe, the Asia Pacific, and internationally. The company was founded in 1898 and is headquartered in Milwaukee, Wisconsin."
"Macauto Industrial Co., Ltd. (TPEX:9951)",TPEX:9951,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,"Macauto Industrial Co., Ltd. (TPEX:9951) 2023 Form Doc","Macauto Industrial Co., Ltd. manufactures and sells automotive products in Taiwan. The company provides automotive interiors, such as engineered fabrics and mesh, trim components, sunshades for roof systems, luggage cover systems, side and rear window sunshades, wind deflectors, net and pull strap assemblies, and mobile phone/tablet holder. It also offers garden tools, including cordless electric mower, electric wheelbarrows, and robotic golf caddy cart. The company was founded in 1979 and is based in Tainan City, Taiwan."
Maflow India Private Limited,-,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,,Boryszew S.A. (WSE:BRS) - Form Doc,"Maflow India Private Limited is a subsidiary of Maflow France Automotive SAS, a French company specializing in the production of hydraulic and pneumatic solutions for the automotive industry. Maflow India produces a wide range of car parts, including hoses, tubes, manifolds, and connections, as well as fittings and components. The company also offers services such as engineering, design, and prototyping."
Maflow Spain Automotive S.L.U.,-,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Boryszew S.A. (WSE:BRS) - Form Doc,"Maflow Spain Automotive S.L.U. manufactures auto parts and components. It offers hoses and tubes. The company was formerly known as Maflow Components Iberica S.L. and changed its name to Maflow Spain Automotive S.L.U. in September, 2010. The company was founded in 2000 and is based in Guarnizo, Spain. As of October 8, 2010, Maflow Spain Automotive S.L.U. operates as a subsidiary of Boryszew S.A."
Magna International Inc. (TSX:MG),TSX:MG,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Magna International Inc. (TSX:MG) 2024 Form 40-F,"Magna International Inc. designs, engineers, and manufactures components, assemblies, systems, subsystems, and modules for original equipment manufacturers of vehicles and light trucks worldwide. It operates through four segments: Body Exteriors & Structures, Power & Vision, Seating Systems, and Complete Vehicles. The Body Exteriors & Structures segment provides body and chassis system, battery enclosures, and engineering and testing; and exteriors, including fascia and trims, front end modules, integration panels, liftgate modules, active aerodynamics, engineered glass, running boards, truck bed access products, breakthrough lightings, side doors, and greenhouse products. The Power & Vision segment offers electric drive systems and components, such as emotors, inverters, onboard chargers, gearboxes, and e-clutch; dedicated hybrid drives, dual and hybrid dual clutch, and manual transmissions; AWD/4WD products and rear drive modules; transmission, driveline components, and ICE; far camera module, remote camera heads, interior sensing camera, radars, thermal sensing, and domain controllers; interior and exterior mirrors, camera monitoring system driver/occupant monitoring systems, and smart actuators; forward and rear lighting, and lit grilles/panels/displays; latching system, door modules, charge port doors, power system, hinges, and door handles; and modular and textile folding roofs, and hard and soft tops. The Seating Systems segment provides seat structures, mechanism and hardware solutions, and foam and trim products. The Complete Vehicles segment offers vehicle engineering and manufacturing services. Magna International Inc. was founded in 1957 and is headquartered in Aurora, Canada."
Magna International Inc. (TSX:MG),TSX:MG,Volkswagen Group Canada Inc.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Magna International Inc. (TSX:MG) 2024 Form 40-F,"Magna International Inc. designs, engineers, and manufactures components, assemblies, systems, subsystems, and modules for original equipment manufacturers of vehicles and light trucks worldwide. It operates through four segments: Body Exteriors & Structures, Power & Vision, Seating Systems, and Complete Vehicles. The Body Exteriors & Structures segment provides body and chassis system, battery enclosures, and engineering and testing; and exteriors, including fascia and trims, front end modules, integration panels, liftgate modules, active aerodynamics, engineered glass, running boards, truck bed access products, breakthrough lightings, side doors, and greenhouse products. The Power & Vision segment offers electric drive systems and components, such as emotors, inverters, onboard chargers, gearboxes, and e-clutch; dedicated hybrid drives, dual and hybrid dual clutch, and manual transmissions; AWD/4WD products and rear drive modules; transmission, driveline components, and ICE; far camera module, remote camera heads, interior sensing camera, radars, thermal sensing, and domain controllers; interior and exterior mirrors, camera monitoring system driver/occupant monitoring systems, and smart actuators; forward and rear lighting, and lit grilles/panels/displays; latching system, door modules, charge port doors, power system, hinges, and door handles; and modular and textile folding roofs, and hard and soft tops. The Seating Systems segment provides seat structures, mechanism and hardware solutions, and foam and trim products. The Complete Vehicles segment offers vehicle engineering and manufacturing services. Magna International Inc. was founded in 1957 and is headquartered in Aurora, Canada."
